"","CC","Year","CG","SenR","SenD","SenThird","CongR","CongD","CongThird","GovR","GovD","GovThird","SenR_Poll","SenD_Poll","GovR_Poll","GovD_Poll","CC..17","Year..18","CG..19","RLeanFromStateMean","DLeanFromStateMean","PRESyear","SENyear","GOVyear","Total.population","MalePop","FemalePop","Age5Under","Age5to9","Age10to14","Age15to19","Age20To24","Age25to34","Age35to44","Age45to54","Age55to59","Age60to64","Age65to74","Age75to84","Age85Plus","MedianAge","Adults18Plus","Adults21Plus","Adults62Plus","Adults65Plus","Adults18Male","Adults18Female","Adults65Male","Adults65Female","PopTwoOrMore","PopWhite","PopBlack","PopIndianNative","Cherokee","Chippewa","Navajo","Sioux","PopAsian","PopAsianIndian","PopChinese","PopFilipino","PopJapanese","PopKorean","PopVietnamese","PopOtherAsian","PopHawaiian","GuamOrChamarro","Samoan","OtherPacIslander","SomeOtherRace","RaceTwoOrMore","WhiteAndBlack","WhiteAndNative","WhiteAndAsian","WhiteAndAlaska","LoneRaceAndTwoOrMore","NotHispOrLatino","TotHousingUnits","NumVotes","Last.Max.Votes","Two.Max.Votes"
"143",44,2014,7,598,999,120,591,1110,1,624,941,65,760,950,765.7,898.7,44,2014,7,-0.0789473684210526,0.137894736842105,0,1,1,4067,2095,1972,421,332,290,198,212,417,412,458,272,296,410,247,102,158.9,2877,2754,926,759,1414,1463,350,409,353,2110,28,1543,7,1345,0,18,21,7,0,2,0,1,8,3,4,0,0,4,8,353,20,295,4,15,4067,3956,2076,1110,4067,2877
"144",44,2016,7,0,0,0,671,1376,4,0,0,0,NA,NA,NA,NA,44,2016,7,-0.0789473684210526,0.137894736842105,1,0,0,4142,2097,2045,400,355,315,247,192,435,407,442,327,278,392,251,101,162.4,2907,2797,891,744,1404,1503,340,404,365,2085,18,1640,5,1444,0,31,21,3,0,3,1,3,7,4,7,0,0,7,6,365,50,256,3,30,4142,4003,2121,1376,4142,2907
"145",45,2012,7,1448,2973,165,1149,3375,147,0,0,0,1787.3,3708.8,NA,NA,45,2012,7,-0.115573770491803,0.114918032786885,1,1,0,9581,4896,4685,575,542,724,651,403,984,1115,1483,738,553,867,613,333,474.7,7315,7003,2111,1813,3715,3600,806,1007,72,9378,39,47,15,21,0,2,19,0,5,0,1,8,5,0,0,0,0,0,26,72,7,40,10,1,9581,9240,5003,3708.8,9581,7315
"146",45,2014,7,805,1024,122,705,1238,3,835,975,82,560,700,564.2,662.2,45,2014,7,-0.06,0.108571428571429,0,1,1,9471,4830,4641,585,563,671,584,426,1046,1021,1344,765,626,895,601,344,475.3,7263,6987,2183,1840,3707,3556,825,1015,117,9201,32,61,14,33,0,4,25,0,4,0,2,13,5,1,0,0,0,0,35,117,27,54,24,1,9471,9098,4945,1238,9471,7263
"147",45,2016,7,0,0,0,1977,2788,2,0,0,0,NA,NA,NA,NA,45,2016,7,-0.0304918032786885,0.102295081967213,1,0,0,9399,4802,4597,596,545,662,546,478,1031,970,1229,819,639,921,627,336,479.9,7235,6965,2265,1884,3713,3522,882,1002,139,9137,21,49,12,27,0,3,24,0,4,2,4,0,3,11,2,0,0,0,27,139,39,74,2,0,9399,9001,4924,2788,9399,7235
"148",46,2012,1,3924,6167,572,5917,4842,12,0,0,0,1084.1,2249.6,NA,NA,46,2012,1,0.0835135135135135,-0.111351351351351,1,1,0,20794,10249,10545,1097,1209,1414,1324,898,2102,2167,3251,1754,1220,1932,1613,813,444.9,16210,15593,5039,4358,7919,8291,1829,2529,173,20291,72,14,0,12,0,0,92,0,7,13,4,68,0,0,0,0,0,0,152,173,7,57,65,0,20794,20032,10035,5917,20794,16210
"149",46,2014,1,2770,2377,353,3203,2282,3,2952,2119,236,680,850,685.1,804.1,46,2014,1,0.12,-0.0629411764705882,0,1,1,20550,10133,10417,1100,1226,1350,1216,927,2160,2144,2896,1713,1404,2002,1534,878,441.6,16114,15436,5339,4414,7914,8200,1907,2507,188,20107,77,36,0,34,0,0,106,0,68,12,3,21,0,2,0,0,0,0,36,188,22,27,67,0,20550,19785,10022,3203,20550,16114
"150",46,2016,1,0,0,0,6756,3641,7,0,0,0,NA,NA,NA,NA,46,2016,1,0.186216216216216,-0.117567567567568,1,0,0,20217,10003,10214,1038,1339,1283,1152,1040,2102,2120,2577,1746,1389,2087,1454,890,446,15832,15189,5343,4431,7782,8050,1969,2462,225,19731,55,19,0,17,0,0,152,0,103,3,22,21,0,3,2,0,0,2,33,225,112,17,79,0,20217,19415,9976,6756,20217,15832
"151",47,2012,7,4224,7111,634,4745,6408,775,0,0,0,879,1824,NA,NA,47,2012,7,-0.0226666666666667,-0.00233333333333333,1,1,0,22716,11430,11286,1567,1689,1456,1476,1081,2497,2634,3479,1728,1293,1949,1328,539,297.7,17015,16401,4535,3816,8565,8450,1746,2070,189,22227,57,62,0,16,0,6,55,0,7,8,6,27,5,2,12,0,0,12,114,189,68,79,14,0,22716,21949,10440,6408,22716,17015
"152",47,2014,7,1748,1982,258,1723,2213,11,1843,1813,198,520,650,523.9,614.9,47,2014,7,0.0538461538461538,0.00307692307692308,0,1,1,22648,11457,11191,1475,1671,1491,1481,1093,2411,2689,3255,1694,1446,2076,1274,592,294.2,17030,16406,4761,3942,8596,8434,1845,2097,245,22081,101,77,0,7,0,14,77,0,6,22,9,31,6,3,9,0,0,9,58,245,101,115,9,0,22648,21901,10373,2213,22648,17030
"153",47,2016,7,0,0,0,6588,5349,4,0,0,0,NA,NA,NA,NA,47,2016,7,0.0866666666666667,-0.018,1,0,0,22573,11467,11106,1440,1631,1538,1416,1154,2292,2699,3044,1616,1668,2231,1246,598,293.8,17012,16396,5108,4075,8611,8401,1899,2176,224,21957,138,79,0,12,0,9,79,0,24,16,4,27,4,4,23,0,0,13,73,224,73,54,31,0,22573,21781,10513,6588,22573,17012
"154",48,2012,8,4234,7737,681,6394,6216,42,0,0,0,732.5,1520,NA,NA,48,2012,8,0.002,-0.0164,1,1,0,34953,17635,17318,2267,2539,2582,2307,1826,4376,4591,5454,2000,1797,2838,1640,736,324.5,25985,24773,6155,5214,13047,12938,2377,2837,526,32612,121,1386,10,1123,0,117,145,3,25,16,9,34,1,57,5,5,0,0,158,526,88,211,42,19,34953,34435,16590,6394,34953,25985
"155",48,2014,8,1358,1786,168,1425,1655,4,1471,1612,112,320,400,322.4,378.4,48,2014,8,0.04875,0.01,0,1,1,34552,17579,16973,2133,2644,2352,2320,1764,4142,4250,5389,2344,1747,3003,1710,754,330.1,25881,24694,6439,5467,13045,12836,2533,2934,684,31999,172,1436,34,1099,0,167,146,14,25,27,24,30,3,23,0,0,0,0,115,684,69,377,47,41,34552,33981,16429,1655,34552,25881
"156",48,2016,8,0,0,0,7056,5536,41,0,0,0,NA,NA,NA,NA,48,2016,8,0.11,-0.0396,1,0,0,34410,17527,16883,2203,2610,2132,2272,1728,3936,4314,4883,2618,2024,3217,1620,853,342.9,25996,24871,6829,5690,13154,12842,2701,2989,722,31927,143,1342,18,1100,0,71,155,15,9,29,3,60,3,36,0,0,0,0,121,722,127,395,59,44,34410,33768,16453,7056,34410,25996
"157",49,2012,8,6027,9233,853,9196,7003,50,0,0,0,1406.4,2918.4,NA,NA,49,2012,8,0.0139583333333333,-0.025,1,1,0,34385,17374,17011,2326,2083,2412,2359,1793,4087,3944,5313,2512,1985,2911,1870,790,444.5,26075,24898,6686,5571,13083,12992,2485,3086,353,33539,135,61,0,35,0,10,179,2,16,11,1,10,132,7,0,0,0,0,118,353,63,206,13,4,34385,33932,16811,9196,34385,26075
"158",49,2014,8,2413,2595,322,2579,2416,3,2599,2313,198,720,900,725.4,851.4,49,2014,8,0.0788888888888889,-0.0222222222222222,0,1,1,34467,17424,17043,2228,2068,2480,2300,1780,4026,3740,5190,2699,2127,3107,1848,874,433.3,26231,25086,7104,5829,13158,13073,2609,3220,465,33574,118,65,0,32,0,6,143,9,3,33,9,16,18,55,0,0,0,0,102,465,131,249,34,6,34467,33932,17049,2599,34467,26231
"159",49,2016,8,0,0,0,10811,6349,33,0,0,0,NA,NA,NA,NA,49,2016,8,0.169791666666667,-0.100416666666667,1,0,0,34140,17269,16871,2073,2192,2348,2039,1858,3964,3723,4896,2718,2282,3271,1816,960,434.2,26204,25141,7398,6047,13123,13081,2777,3270,428,33145,196,72,0,43,0,16,169,12,2,28,7,5,63,52,0,0,0,0,130,428,75,260,32,0,34140,33580,17142,10811,34140,26204
"160",50,2012,1,4443,12475,1036,6008,12283,23,0,0,0,1142.7,2371.2,NA,NA,50,2012,1,-0.0312820512820513,-0.000512820512820513,1,1,0,39321,19504,19817,2828,2465,2908,2706,2411,4447,4621,5365,2497,2180,2941,2556,1396,613.9,29440,27914,7937,6893,14501,14939,2868,4025,690,36401,803,64,0,34,0,0,656,28,52,34,0,104,18,420,32,0,32,0,675,690,171,179,103,2,39321,35222,17128,12283,39321,29440
"161",50,2014,1,3086,5057,424,2963,5570,6,3376,4610,316,760,950,765.7,898.7,50,2014,1,-0.0578947368421053,0.114736842105263,0,1,1,39525,19765,19760,2717,2590,2990,2656,2356,4507,4571,5332,2571,2335,3108,2504,1288,569.2,29586,28002,8019,6900,14693,14893,2926,3974,714,36509,981,64,0,27,0,3,749,22,33,19,10,104,79,482,44,0,44,0,464,714,262,121,63,5,39525,35229,17070,5570,39525,29586
"162",50,2016,1,0,0,0,7482,9969,10,0,0,0,NA,NA,NA,NA,50,2016,1,0.0135897435897436,0.0535897435897436,1,0,0,39399,19766,19633,2560,2714,2825,2499,2524,4612,4445,5110,2886,2170,3323,2503,1228,574.6,29574,28218,8212,7054,14700,14874,3033,4021,737,36117,1322,43,0,19,0,7,833,23,166,31,7,101,162,343,45,0,45,0,302,737,250,126,111,4,39399,35103,17058,9969,39399,29574
"163",51,2012,7,1715,2674,264,1810,2528,305,0,0,0,849.7,1763.2,NA,NA,51,2012,7,-0.0572413793103448,0.0786206896551724,1,1,0,8127,3986,4141,466,438,502,506,311,787,838,1200,703,532,857,661,326,394.8,6394,6166,2124,1844,3137,3257,814,1030,84,7879,19,14,0,1,0,0,31,0,5,8,0,18,0,0,29,0,29,0,71,84,18,21,31,0,8127,7891,4085,2528,8127,6394
"164",51,2014,7,1587,1559,295,1576,1826,4,1718,1470,182,1080,1350,1088.1,1277.1,51,2014,7,0.0688888888888889,-0.0155555555555556,0,1,1,8067,3987,4080,444,507,443,493,327,777,805,1114,694,598,886,671,308,393.8,6370,6101,2217,1865,3125,3245,827,1038,88,7839,20,10,0,0,2,0,45,0,8,12,0,20,0,5,32,0,32,0,33,88,21,26,33,0,8067,7818,4073,1826,8067,6370
"165",51,2016,7,0,0,0,2412,2181,1,0,0,0,NA,NA,NA,NA,51,2016,7,0.0662068965517241,-0.00965517241379311,1,0,0,8021,4007,4014,405,552,424,456,361,799,774,1074,705,560,933,688,290,379.1,6367,6123,2231,1911,3150,3217,876,1035,73,7789,33,2,0,0,2,0,62,11,8,10,0,8,0,25,33,0,33,0,29,73,21,19,28,0,8021,7754,4093,2412,8021,6367
"166",52,2012,1,2818,6903,521,3851,6353,17,0,0,0,615.3,1276.8,NA,NA,52,2012,1,0.0314285714285714,-0.0638095238095238,1,1,0,31961,15934,16027,2000,2141,1844,2664,3536,4417,3514,4334,2278,1403,2037,1172,621,183.5,24811,22489,4551,3830,12238,12573,1642,2188,344,29965,730,120,0,54,0,8,433,17,38,48,38,29,9,254,1,0,1,0,368,344,118,50,111,0,31961,30762,12614,6353,31961,24811
"167",52,2014,1,0,0,0,0,0,0,0,0,0,40,50,40.3,47.3,52,2014,1,0,0,0,1,1,32095,16003,16092,1906,2007,2037,2700,2944,4550,3702,4240,2296,1593,2211,1222,687,194.3,24976,22661,5053,4120,12371,12605,1809,2311,472,30092,812,82,12,35,0,16,335,53,90,21,50,67,8,46,0,0,0,0,302,472,106,91,171,1,32095,30791,12700,52,32095,24976
"168",52,2016,1,0,0,0,7544,10110,12,0,0,0,NA,NA,NA,NA,52,2016,1,0.0471428571428571,0.0235714285714286,1,0,0,32320,16139,16181,1871,2049,2007,2815,2695,4451,3865,3999,2102,1961,2471,1280,754,199.5,25215,22898,5683,4505,12534,12681,2019,2486,418,30114,951,74,22,27,0,21,511,126,104,96,35,44,14,92,0,0,0,0,252,418,104,138,98,8,32320,30943,12784,10110,32320,25215
"169",53,2012,1,3024,4587,568,3771,4537,10,0,0,0,1172,2432,NA,NA,53,2012,1,0.03175,-0.0545,1,1,0,21412,10851,10561,1717,1541,1419,1519,1383,2691,2449,2774,1339,1089,1641,1123,727,526.8,15826,14986,4085,3491,8028,7798,1532,1959,440,17792,764,67,0,20,0,11,1037,35,28,0,6,11,34,923,15,0,0,15,1297,440,60,92,148,14,21412,16575,8499,4537,21412,15826
"170",53,2014,1,1917,1998,325,1940,2276,6,1935,2031,146,800,1000,806,946,53,2014,1,0.017,0.0375,0,1,1,21681,11061,10620,1743,1538,1461,1714,1267,2694,2489,2752,1536,1150,1600,975,762,500.8,15992,15038,3954,3337,8167,7825,1499,1838,381,17884,860,53,0,17,0,6,1165,19,8,4,3,12,33,1086,5,3,0,2,1333,381,50,72,158,11,21681,16376,8528,2276,21681,15992
"171",53,2016,1,0,0,0,4570,3833,4,0,0,0,NA,NA,NA,NA,53,2016,1,0.11625,-0.0505,1,0,0,21740,11125,10615,1754,1528,1625,1581,1306,2863,2474,2565,1477,1191,1688,974,714,486.4,15938,15030,3981,3376,8202,7736,1513,1863,351,17324,905,98,0,5,0,12,1304,17,20,5,6,10,22,1224,10,9,0,1,1748,351,94,43,175,0,21740,16067,8524,4570,21740,15938
"172",54,2012,7,749,2262,115,616,2468,106,0,0,0,966.9,2006.4,NA,NA,54,2012,7,-0.166060606060606,0.161818181818182,1,1,0,6694,3359,3335,393,437,468,466,243,634,716,1047,513,360,640,494,283,427.1,5075,4874,1631,1417,2506,2569,634,783,157,6370,10,111,0,82,0,3,25,0,9,0,0,5,4,7,10,4,0,6,11,157,32,89,12,10,6694,6418,3342,2468,6694,5075
"173",54,2014,7,519,848,83,449,996,2,472,829,55,480,600,483.6,567.6,54,2014,7,-0.110833333333333,0.168333333333333,0,1,1,6619,3295,3324,375,392,462,476,284,589,717,986,533,415,640,492,258,405.4,5063,4854,1618,1390,2480,2583,624,766,182,6204,25,115,0,64,0,14,30,8,2,0,0,7,6,7,12,5,0,7,51,182,27,99,11,13,6619,6319,3324,996,6619,5063
"174",54,2016,7,0,0,0,956,2261,2,0,0,0,NA,NA,NA,NA,54,2016,7,-0.158181818181818,0.22969696969697,1,0,0,6445,3226,3219,343,362,474,424,338,601,717,875,511,407,660,481,252,398.7,4966,4783,1629,1393,2465,2501,646,747,206,6001,41,95,0,76,0,4,27,6,0,0,0,5,11,5,14,5,0,9,61,206,13,135,17,12,6445,6125,3270,2261,6445,4966
"175",55,2012,1,24081,43253,3234,30650,40480,130,0,0,0,2197.5,4560,NA,NA,55,2012,1,0.0398666666666667,-0.0652,1,1,0,140386,68782,71604,10399,10380,8835,8646,8014,21746,17658,21357,8880,6798,9315,5733,2625,NA,105167,100702,21625,17673,50717,54450,7730,9943,3093,121378,6824,268,0,63,49,0,7776,1669,1014,332,197,597,1142,2825,41,24,17,0,1006,3093,1050,491,1065,23,140386,134362,58782,40480,140386,105167
"176",55,2014,1,13919,15953,1494,13635,17532,47,14832,14693,925,1760,2200,1773.2,2081.2,55,2014,1,0.00363636363636364,0.0484090909090909,0,1,1,143015,69898,73117,10468,10703,8914,8545,7866,22128,17796,20548,9726,7503,9965,6069,2784,NA,107459,102973,23302,18818,51693,55766,8258,10560,3605,122376,7485,192,4,31,33,7,8260,1430,1363,352,283,543,1276,3013,10,0,10,0,1087,3605,1221,537,1353,23,143015,136596,59330,17532,143015,107459
"177",55,2016,1,0,0,0,36337,41645,62,0,0,0,NA,NA,NA,NA,55,2016,1,0.033452380952381,0.0398809523809524,1,0,0,146031,71510,74521,10544,10149,9924,8622,8400,21855,18451,19379,10381,8053,10825,6571,2877,NA,109885,105353,25078,20273,53001,56884,8827,11446,3353,123917,7901,418,5,55,0,17,8940,1752,1985,348,571,677,993,2614,14,0,0,14,1488,3353,1354,469,1149,4,146031,139134,60351,41645,146031,109885
"178",56,2012,7,12766,16406,1418,12123,17109,1193,0,0,0,2637,5472,NA,NA,56,2012,7,-0.002,0.00622222222222222,1,1,0,53622,26645,26977,2995,3109,3159,3334,2516,5245,5430,8458,4140,3805,5850,3980,1601,907,42213,40549,13633,11431,20838,21375,5142,6289,703,51536,443,284,3,200,0,5,322,2,39,25,5,23,90,138,4,4,0,0,330,703,101,383,61,3,53622,52165,33219,17109,53622,42213
"179",56,2014,7,11808,9156,1017,11520,10320,26,12433,8411,573,3600,4500,3627,4257,56,2014,7,0.0808888888888889,-0.0173333333333333,0,1,1,53820,26814,27006,3091,3068,3166,3162,2567,5466,5164,7965,4391,3980,6081,4234,1485,916.5,42455,40846,14204,11800,21028,21427,5353,6447,726,51566,610,222,0,161,0,4,307,2,27,32,26,34,24,162,8,4,0,4,381,726,84,440,85,14,53820,52216,33268,12433,53820,42455
"180",56,2016,7,0,0,0,16151,15641,29,0,0,0,NA,NA,NA,NA,56,2016,7,0.0797802197802198,-0.016043956043956,1,0,0,53759,26922,26837,3081,3139,3103,3230,2680,5378,5054,7325,4469,4109,6435,3939,1817,926.7,42370,40687,14664,12191,21070,21300,5618,6573,658,51311,767,203,0,105,0,8,366,1,3,45,3,62,120,132,7,0,0,7,447,658,105,381,74,15,53759,52007,33241,16151,53759,42370
"181",57,2012,7,1248,2633,173,1226,2729,149,0,0,0,820.4,1702.4,NA,NA,57,2012,7,-0.121428571428571,0.101428571428571,1,1,0,14162,6951,7211,888,970,881,957,851,1799,1714,2111,940,826,1094,678,453,124.7,10848,10284,2672,2225,5278,5570,932,1293,278,13333,188,166,5,124,0,25,99,0,29,29,0,41,0,0,29,29,0,0,69,278,48,97,28,0,14162,13760,6426,2729,14162,10848
"182",57,2014,7,970,998,118,838,1237,1,993,945,76,880,1100,886.6,1040.6,57,2014,7,-0.0340909090909091,0.0963636363636364,0,1,1,14253,7096,7157,906,967,888,906,892,1907,1727,1953,858,999,1142,680,428,126,10934,10443,2717,2250,5383,5551,946,1304,318,13386,214,165,0,128,4,6,77,0,27,36,0,0,5,9,57,54,0,1,36,318,46,97,75,0,14253,13825,6439,1237,14253,10934
"183",57,2016,7,0,0,0,2713,3876,8,0,0,0,NA,NA,NA,NA,57,2016,7,-0.0332258064516129,0.0993548387096774,1,0,0,14451,7300,7151,914,859,971,931,871,1938,1746,1893,867,1039,1289,763,370,126.9,11123,10620,2967,2422,5568,5555,1068,1354,247,13557,230,210,0,95,6,58,108,22,11,16,0,0,51,8,42,39,0,1,57,247,50,87,46,0,14451,13998,6517,3876,14451,11123
"184",58,2012,8,4229,8400,732,6367,7026,45,0,0,0,1347.8,2796.8,NA,NA,58,2012,8,-0.0508695652173913,0.0428260869565217,1,1,0,30814,16449,14365,1810,1827,1856,1892,1447,3755,4039,4981,2269,1860,2989,1564,525,511.6,24044,23180,6235,5078,12922,11122,2438,2640,616,28403,613,864,3,524,0,88,129,0,8,62,1,14,0,44,10,0,0,0,179,616,119,320,58,0,30814,30087,18027,7026,30814,24044
"185",58,2014,8,1585,2035,209,1707,1854,7,1693,1863,126,760,950,765.7,898.7,58,2014,8,0.00157894736842105,0.0521052631578947,0,1,1,30513,16303,14210,1656,1860,1838,1750,1452,3671,3747,4810,2495,1846,3085,1711,592,551.2,24007,23156,6474,5388,12921,11086,2562,2826,718,27997,651,797,5,458,0,64,161,0,9,40,2,11,25,74,12,0,0,12,177,718,134,391,36,0,30513,29720,18039,1863,30513,24007
"186",58,2016,8,0,0,0,6991,6519,35,0,0,0,NA,NA,NA,NA,58,2016,8,0.0577083333333333,0.0125,1,0,0,30337,16202,14135,1506,1826,1732,1757,1479,3494,3618,4609,2609,2050,3261,1802,594,542,24105,23206,6888,5657,12966,11139,2716,2941,883,27758,635,739,4,443,5,68,131,3,0,29,2,14,26,57,13,0,0,13,178,883,161,435,87,2,30337,29514,18209,6991,30337,24105
"187",59,2012,7,2228,1981,271,2276,1956,258,0,0,0,644.6,1337.6,NA,NA,59,2012,7,0.04,-0.0240909090909091,1,1,0,9510,4688,4822,596,631,689,635,438,978,1064,1423,632,580,789,728,327,324.1,7175,6851,2186,1844,3465,3710,763,1081,150,8924,56,141,0,11,0,77,33,1,22,0,0,10,0,0,17,0,12,5,189,150,48,91,2,0,9510,9160,4427,2276,9510,7175
"188",59,2014,7,687,392,89,701,439,0,720,368,36,360,450,362.7,425.7,59,2014,7,0.0644444444444444,-0.0144444444444444,0,1,1,9277,4590,4687,596,708,590,592,454,939,1062,1318,709,534,769,664,342,330.9,7003,6734,2103,1775,3426,3577,731,1044,162,8673,97,102,0,10,0,47,98,0,9,0,0,0,0,89,12,0,12,0,133,162,21,123,4,4,9277,8866,4373,720,9277,7003
"189",59,2016,7,0,0,0,2792,1761,3,0,0,0,NA,NA,NA,NA,59,2016,7,0.15,-0.0814285714285714,1,0,0,9000,4453,4547,608,707,526,579,495,947,938,1171,682,589,779,629,350,314.7,6808,6540,2112,1758,3310,3498,737,1021,203,8335,125,125,0,2,0,83,95,0,4,0,0,0,0,91,0,0,0,0,117,203,15,174,0,3,9000,8533,4282,2792,9000,6808
"190",60,2012,7,4555,8975,620,3889,9960,518,0,0,0,2402.6,4985.6,NA,NA,60,2012,7,-0.0891463414634146,0.0884146341463415,1,1,0,30895,15604,15291,1944,1845,2133,2295,2188,3363,3360,4709,2100,1799,2431,1721,1007,672.3,23677,22195,6182,5159,11855,11822,2171,2988,519,28784,243,454,1,182,0,2,236,42,41,28,3,108,7,7,39,0,0,0,620,519,114,172,49,81,30895,29190,14395,9960,30895,23677
"191",60,2014,7,2626,3138,322,2395,3658,8,2748,2954,160,1160,1450,1168.7,1371.7,60,2014,7,-0.0193103448275862,0.083448275862069,0,1,1,31256,15810,15446,2076,1972,2037,2193,2159,3663,3205,4587,2201,1943,2564,1757,899,654,23909,22519,6316,5220,11990,11919,2234,2986,785,28959,361,273,3,140,0,21,228,21,68,50,5,67,0,17,14,1,0,0,636,785,100,435,71,18,31256,29460,14454,3658,31256,23909
"192",60,2016,7,0,0,0,6046,8377,12,0,0,0,NA,NA,NA,NA,60,2016,7,-0.0171951219512195,0.0909756097560976,1,0,0,31246,15782,15464,2001,2097,2096,2106,2231,3806,3222,4240,2183,1998,2697,1665,904,641.8,23844,22522,6310,5266,11924,11920,2324,2942,795,29053,453,367,4,231,3,33,244,9,48,22,14,76,5,70,16,8,0,5,318,795,159,345,120,9,31246,29370,14507,8377,31246,23844
"193",61,2012,7,1831,4005,269,1988,3869,293,0,0,0,908.3,1884.8,NA,NA,61,2012,7,-0.0609677419354839,0.0467741935483871,1,1,0,10251,5212,5039,605,620,549,606,465,1097,1113,1513,744,715,1088,827,309,212.1,8079,7790,2629,2224,4018,4061,973,1251,61,10066,53,42,0,17,16,0,29,7,0,2,0,20,0,0,0,0,0,0,0,61,22,16,18,1,10251,10154,6077,3869,10251,8079
"194",61,2014,7,1017,1424,127,1155,1395,7,1088,1293,106,560,700,564.2,662.2,61,2014,7,0.0278571428571429,0.0221428571428571,0,1,1,10139,5118,5021,601,567,624,577,418,1066,1105,1384,828,731,1109,766,363,215.6,7956,7707,2686,2238,3921,4035,979,1259,73,9927,52,42,3,11,12,2,29,8,0,3,0,16,0,2,0,0,0,0,16,73,25,17,25,3,10139,10035,6122,1395,10139,7956
"195",61,2016,7,0,0,0,2722,3463,5,0,0,0,NA,NA,NA,NA,61,2016,7,0.00870967741935484,0.0596774193548387,1,0,0,10183,5107,5076,635,627,547,511,460,1152,1027,1307,814,765,1211,707,420,216.9,8037,7790,2786,2338,3955,4082,1031,1307,105,9887,44,46,2,15,8,2,44,0,0,11,0,26,0,7,0,0,0,0,57,105,47,21,35,0,10183,10069,6208,3463,10183,8037
"196",62,2012,4,56229,190031,11695,68952,165936,15533,0,0,0,4775.9,9910.4,NA,NA,62,2012,4,-0.150736196319018,0.101226993865031,1,1,0,511458,248249,263209,35362,31982,31605,37663,43835,77770,61456,70721,32692,26685,30959,20750,9978,NA,391990,365425,76935,61687,187035,204955,25425,36262,17515,368145,54791,3159,28,1173,30,672,59968,3731,4818,1404,456,2374,3957,43228,237,29,171,0,7643,17515,6314,3586,3349,947,511458,475087,217119,165936,511458,391990
"197",62,2012,5,450,1266,81,631,1077,2,0,0,0,29.3,60.8,NA,NA,62,2012,5,-0.08,0.04,1,1,0,511458,248249,263209,35362,31982,31605,37663,43835,77770,61456,70721,32692,26685,30959,20750,9978,NA,391990,365425,76935,61687,187035,204955,25425,36262,17515,368145,54791,3159,28,1173,30,672,59968,3731,4818,1404,456,2374,3957,43228,237,29,171,0,7643,17515,6314,3586,3349,947,511458,475087,217119,1077,511458,391990
"198",62,2014,4,35880,49294,2889,32948,48865,5140,36822,46891,2358,2760,3450,2780.7,3263.7,62,2014,4,-0.0368115942028985,0.0860869565217391,0,1,1,521880,253707,268173,36471,33137,32397,36324,42811,82134,61479,68818,34098,29249,34087,20637,10238,NA,400131,374694,81910,64962,191455,208676,27163,37799,19926,365667,57279,3348,19,1565,19,465,66266,4170,5099,1456,520,1597,3774,49650,151,3,65,35,9243,19926,7434,3682,3857,1237,521880,484243,217715,48865,521880,400131
"199",62,2016,4,0,0,0,75357,156187,403,0,0,0,NA,NA,NA,NA,62,2016,4,-0.139156626506024,0.209397590361446,1,0,0,531614,259067,272547,37430,34383,32962,35361,41521,86196,62690,66407,35049,30514,37961,20185,10955,NA,407238,382812,86889,69101,195286,211952,29258,39843,22352,364291,59077,3384,31,1691,16,283,71945,4837,5054,1475,529,2033,4172,53845,174,7,54,62,10391,22352,8001,3558,4975,1174,531614,492896,217858,156187,531614,407238
"200",62,2016,5,0,0,0,599,1118,5,0,0,0,NA,NA,NA,NA,62,2016,5,-0.1,0.17,1,0,0,531614,259067,272547,37430,34383,32962,35361,41521,86196,62690,66407,35049,30514,37961,20185,10955,NA,407238,382812,86889,69101,195286,211952,29258,39843,22352,364291,59077,3384,31,1691,16,283,71945,4837,5054,1475,529,2033,4172,53845,174,7,54,62,10391,22352,8001,3558,4975,1174,531614,492896,217858,1118,531614,407238
"201",63,2012,7,527,1306,92,447,1446,75,0,0,0,615.3,1276.8,NA,NA,63,2012,7,-0.141428571428571,0.11,1,1,0,4586,2373,2213,309,298,351,265,252,546,480,699,337,255,433,230,131,165.3,3444,3309,939,794,1782,1662,365,429,74,4429,21,46,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,74,40,21,10,0,4586,4484,2122,1446,4586,3444
"202",63,2014,7,324,470,50,283,561,0,335,436,36,360,450,362.7,425.7,63,2014,7,-0.0666666666666667,0.113333333333333,0,1,1,4447,2272,2175,309,291,339,268,196,498,459,674,402,244,410,237,120,168.2,3334,3192,891,767,1703,1631,357,410,57,4268,39,49,0,15,0,3,11,0,0,5,0,0,0,6,0,0,0,0,23,57,21,21,8,0,4447,4311,2078,561,4447,3334
"203",63,2016,7,0,0,0,707,1163,4,0,0,0,NA,NA,NA,NA,63,2016,7,-0.0542857142857143,0.123809523809524,1,0,0,4354,2204,2150,341,309,283,228,190,456,475,588,413,268,429,238,136,168.8,3272,3163,948,803,1637,1635,380,423,66,4158,27,64,0,22,0,3,12,0,0,7,0,0,0,5,0,0,0,0,27,66,4,44,4,0,4354,4198,2029,1163,4354,3272
